account_length,number_vmail_messages,total_day_charge,total_eve_charge,total_night_charge,total_intl_charge,number_customer_service_calls,churn
128,0,56.04192605,14.34127221,8.937679683,3.111322392,0,1
125,0,30.99,11.88,7.72,3.13,2,0
90,0,34.58,19.27,6.86,1.97,1,0
75,0,48.04412092,22.97340014,6.487131635,2.97011045,0,1
111,0,21.75492638,18.49254975,7.008315813,3.337351561,4,1
157,0,33.73389046,17.67760682,14.17542378,2.440637418,0,1
105,0,46.56,23.68,11.49,2.94,1,1
142,0,41.38,13.72,5.42,2.7,4,0
59,0,26.41483347,16.3034619,5.633289223,2.849587249,4,1
133,0,34.29,14.4,12.88,1.62,0,0
76,0,29.44,11.15,7.69,1.46,0,0
111,0,20.93,18.18,8.32,3.24,5,1
122,0,25.11219643,10.44902135,11.37516954,3.400039973,3,1
159,0,43.62428874,25.93165908,8.716638248,2.390452593,1,1
93,37,39.17,13.22,8.06,2.81,3,0
122,0,41.02558638,23.11956647,9.861063969,2.634827568,2,1
114,0,34.36,16.63,13.13,3.59,2,0
90,0,24.75,16.75,13.25,2.84,0,0
177,0,45.56160684,18.58701085,10.06343249,2.424738988,2,1
136,0,39.59,16.24,10.01,2.89,0,0
92,0,7.938651089,13.4683672,8.508096686,2.415919211,1,1
107,25,42.26,10.14,8.74,3.24,1,0
158,0,20.37,22.29,9.89,3.35,1,0
95,0,31.31,15.44,6.45,3.46,2,0
89,0,32.66,13.91,7.64,1.65,0,0
87,0,51.08823604,15.23848572,8.068186336,1.783851866,2,1
81,24,22.12,16.66,6.27,3.08,0,0
101,0,15.66,13.86,6,2.62,2,0
46,0,30.60369011,15.61253017,9.665387247,3.19815832,2,1
135,28,34.67268302,22.4122601,7.241078521,3.32621507,2,1
119,32,31.69,17.59,6.78,3.27,1,0
54,0,46.7361087,20.77884207,8.928265346,2.659873402,1,1
106,0,29,22.02,9.64,2.59,1,0
76,0,54.89338088,11.89965424,9.146750814,2.33765094,5,1
34,0,23.46291477,13.43309848,9.722614904,2.77669318,5,1
113,0,35.2982649,23.22771718,8.871640827,3.394299182,2,1
108,0,44.94706007,20.64165572,10.89577709,3.167196281,0,1
165,0,35.31,14.01,2.45,2.13,0,0
90,24,12.1,15.44,8.41,3.48,1,0
117,0,49.4229865,20.93913146,7.815256075,2.567820561,0,1
101,0,32.42,17.73,9.17,2.38,1,0
121,0,42.53450697,22.84308723,9.242500248,2.47081446,2,1
94,38,37.4,15.33,6.13,2.78,1,0
130,0,42.84,14.47,9.41,1.54,0,0
95,0,25.36,22.16,9.05,2.19,1,0
53,24,34.29,21.39,13.38,2.13,0,0
70,0,35.48,23.42,8.21,2.16,2,0
33,16,21.27,20.96,10.59,3.27,0,0
105,0,46.55113178,24.51361264,12.03982961,1.725053924,1,1
118,15,27.16466472,17.42035693,4.513666407,2.35,5,1
131,0,39.78,17.8,11.65,2.65,1,0
91,0,18.67,16.12,9.3,3,1,0
80,0,20.08,12.27,10.13,2.21,1,0
67,35,41.72,12.6,12.33,2.03,1,0
63,0,25.14269519,14.14154147,9.619517694,3.272165609,4,1
156,0,48.78100242,16.11823966,9.91108693,2.387264112,2,1
98,0,51.78253835,12.06576124,16.52703722,2.705019065,1,1
122,0,47.44508943,21.52926341,10.51501365,2.838096392,2,1
144,0,38.07076791,14.72614756,8.205395787,1.721917077,0,1
92,28,25.69,16.56,10.76,2.7,1,0
124,0,19.742116,14.05111197,7.779138549,2.597903255,2,1
87,40,37.67,13.35,10.01,3.11,1,0
157,29,37.26,17.51,8.66,4.05,1,0
174,0,50.49823044,21.53606031,7.882795202,2.627703312,2,1
37,0,15.12333133,18.15855299,9.293333734,3.05,5,1
78,0,43.24783474,18.34922847,12.02810104,4.313588855,0,1
90,0,18.68,18.77,4.68,2.94,0,0
38,0,33.13981644,10.25466823,11.01042355,3.42442724,1,1
112,0,29.26,19.38,12.12,3.81,2,0
113,0,24.63819024,13.47077254,11.9999602,2.460691844,5,1
111,0,29.16,17.37,10.75,2.89,3,0
102,0,16.25,14.25,7.98,2.65,3,0
24,0,41.31,15.63,8.29,4.13,0,1
88,0,39.97,21.4,12.87,1.94,4,1
113,0,41.17797016,23.16702999,10.03623785,2.593267249,2,1
126,0,29.14807728,13.95970886,9.056284206,2.127737099,1,1
139,0,27.46,16.4,7.57,3.02,0,0
56,0,41.74,19.7,7.06,2.73,5,0
117,0,29.68897456,18.75624159,5.073517282,2.72704323,4,1
90,0,39.08836319,22.59937085,10.64238215,2.062687597,2,1
83,37,13.35,17.89,8.09,3.19,1,0
92,0,44.10529557,17.12150383,12.29339352,2.884303734,3,1
111,28,21.9,13.37,6.63,2.78,2,0
26,0,14.14,16.96,10.92,2.89,1,0
46,27,29.05,15.7,5.89,1.65,2,0
116,0,8.69,17.73,8.91,3.32,1,0
77,0,11.51,16.63,10.64,3.24,1,0
54,0,33.97,26.18,7.32,2.73,0,0
161,0,17.92,18.26,10.06,2.11,0,0
144,0,46.14111435,17.79631649,10.93882765,2.37152447,0,1
133,32,37.59,22.52,7.6,4.16,2,1
97,0,25.77,13.21,10.8,3.97,1,0
40,21,25.06,22.34,9.09,2.94,0,0
161,0,32.79847309,21.27878843,11.36824274,3.445546753,0,1
118,0,26.32,20.74,7.18,3.46,0,0
72,0,47.14994185,23.0910445,11.12590503,2.88232159,2,1
149,0,29.95,12.33,11.23,1.54,0,0
134,0,33.84269523,16.05220528,4.633595007,2.961269523,3,1
61,20,43.25,13.74,11.31,2.84,0,0
166,0,8.11,22.47,10.58,3.56,0,1
113,0,23.87388431,13.02012046,11.13651081,2.523783135,5,1
124,0,30.33,19.86,8.07,3.24,0,0
192,0,29.67,19.78,4.57,3.35,1,0
75,38,27.81,12.47,15.56,3.54,3,0
130,0,23.65,20.91,9.32,3.08,5,0
115,0,46.84,19.19,14.73,1.3,3,1
98,31,20.57,18.61,10.2,3.24,1,0
180,30,27.12224619,16.29186507,8.522437561,3.043524164,4,1
85,0,17.34,22.97,6.67,2.89,1,0
87,0,44.37,12.26,12.8,4.4,4,0
85,0,44.17,20.6,7.6,1.46,0,0
88,0,22.78463219,14.69014712,9.133339279,2.355153812,4,1
75,17,34.12,18.06,9.18,3.48,4,0
100,0,11.65,28.65,9.23,3.27,0,0
43,0,33.98,24.51,8.13,3.05,1,0
74,0,17.46,12.69,8.46,2.97,0,0
162,46,38.23,16,11.46,3.27,0,0
142,0,38.02679544,14.22196926,9.161969265,1.240637794,0,1
102,0,33.83249341,18.5281433,8.952175059,2.486785647,1,1
125,0,50.73,22.99,4.83,3.29,0,1
82,19,24.91,20.94,8.96,1.11,1,0
114,0,29.24,23.49,8.72,2.73,1,0
86,0,38.51828946,23.46481159,11.97501341,2.003424247,3,1
61,0,46.83003176,21.26866147,9.986819,3.575204679,0,1
110,0,49.81213238,16.07973225,11.8708975,3.835720252,0,1
101,35,30.77,18.91,9.8,3,1,0
116,0,36.62,17.41,12.53,3.4,3,0
28,0,28.59,13.74,8.66,2.73,3,0
98,36,28.56,13.87,7.77,2.16,6,1
137,0,17.8,21.23,8.65,2.4,1,0
59,0,32.25,9.85,9.93,2,0,0
108,36,25.71018281,14.46398403,11.45877285,2.957243119,3,1
115,0,42.83476153,21.38583867,10.23320903,2.484202944,1,1
112,0,59.04919473,17.70543622,12.28456378,3.267491602,1,1
61,0,43.56337213,17.31822234,11.31216359,4.015125579,1,1
79,0,7.12,17.94,10.71,3.08,1,0
123,0,21.88,10,8.93,2.92,0,0
58,0,30.16,17.4,6.39,4.05,3,0
76,33,32.25,18.09,7.46,2.7,1,0
139,0,24.28437758,16.4666754,2.785824113,3.309996726,4,1
62,32,37.43576205,20.16808218,8.609028563,3.514288066,0,1
112,0,19.09066699,9.750571708,6.651188761,3.768407427,5,1
93,38,38.37,10.17,8.69,3.78,1,1
123,0,35.17,19.07,8.88,2.24,3,0
91,27,34.78,11.56,9.47,1.78,3,0
111,0,42.33408705,20.86300039,10.21112719,3.087637521,0,1
182,0,44.07034331,20.6349448,8.21649732,3.285322186,1,1
45,25,27.30411801,21.93659331,10.76016493,4.462884107,1,1
145,0,29.89,23.32,10.2,3.35,1,0
107,26,27.47,16.62,11.45,3.7,1,0
103,35,15.61491805,15.05476774,6.785174453,3.102187309,5,1
57,26,23.58,11.43,11.78,3.51,2,0
92,0,31.6,18.43,10.4,2.3,1,0
140,0,39.08340591,14.58705582,10.41917228,2.451970347,0,1
86,38,20.91,11.38,6.22,3.59,1,0
176,0,49.01171161,23.55275729,10.47142593,2.905562616,0,1
110,0,41,14.82,11.04,2.3,2,0
122,0,21.81,20.2,7.5,3.02,1,0
200,0,38.80959178,25.46385828,11.27803549,3.06831845,1,1
71,0,37.01,15.47,5.11,2.3,4,0
148,0,30.31,24.02,8.15,3.08,1,0
81,0,26.1,16.8,8.93,1.7,2,0
117,0,26.98,15.44,7.98,2.08,2,0
129,30,30.14,18,10.81,2.51,3,0
105,0,46.55543062,24.10952157,11.77330146,2.313995164,1,1
120,0,26.86,16.75,6.97,2.7,1,0
135,24,21.71,18.28,10.54,1.57,2,0
74,0,29.94,17.71,10.69,4.35,4,0
65,0,32.95,12.89,9.4,3.4,3,0
14,0,46.22,14.57,10.76,3.73,2,1
23,0,25.74465415,14.0573881,7.611582555,2.519922535,2,1
57,0,19.40230064,12.68318598,11.24847197,2.351568151,0,1
100,0,42.72446121,22.44690173,11.7163114,3.666236133,0,1
79,30,21.22,17.65,7.88,1.24,1,0
40,0,18.6,20.8,12.46,1.92,0,0
76,0,37.91,18.59,6.24,3.13,2,0
209,0,38.62,21.96,8.26,2.4,3,0
148,0,39.2,15.78,8.24,1.67,2,0
57,0,32.18,14.87,9.99,3.02,3,0
50,0,25.43413005,18.71011547,9.581613329,3.403062593,0,1
137,0,33.54944781,16.02131036,7.984096106,3.711420639,1,1
45,18,28.56,13.22,6.87,3.19,0,0
161,0,33.66,15.84,9.86,2.51,1,0
54,0,48.6700379,19.18983326,9.573027646,3.406441822,0,1
88,0,22.59,17.7,11.72,3.89,2,1
72,29,23.77,11.75,9.95,1.49,0,0
66,0,5.78,23.68,5.83,3.11,0,0
105,0,32.93,15.57,13.22,2.92,1,0
65,0,28.40502625,19.47517244,8.544327869,2.884129176,0,1
100,46,22.85401078,19.480561,8.43901911,2.213306712,5,1
48,0,33.69,15.39,10.75,3.27,1,0
91,0,26.04,19.69,5.18,2.65,4,1
72,0,33.41,13.48,12.12,1.84,0,0
106,0,45.28596634,22.54136687,11.45832042,2.631788273,0,1
113,0,40.9244685,23.75036931,10.64782281,2.377813819,1,1
167,0,28.12119394,15.05290197,9.52306586,3.315010623,4,1
63,0,49.14269668,16.28105107,9.836542246,3.64744133,1,1
109,0,22.70980058,19.13064368,8.017988585,3.397789168,1,1
105,0,17.48,23.94,10.26,3.56,2,0
140,0,33.12,14.53,10.13,3.75,0,0
87,0,21.91,23.96,9.41,2.67,0,0
114,0,16.4111729,18.02727673,9.402223148,2.775553704,3,1
163,0,34.49,15.18,9.17,3.46,5,0
154,0,27.07983984,18.77710855,8.129158996,3.191453742,2,1
115,0,23.6679833,16.40548886,6.836050086,2.51636178,6,1
120,0,30.74,16.16,8.65,2.84,2,0
52,0,25.21,15.44,7,2.24,3,0
137,0,16.58,16.64,13,0,1,0
57,0,14.6,16.48,10.42,2.73,0,0
91,0,37.04,19.56,10.44,2.86,1,0
21,0,17.00499972,13.97385382,12.4675359,2.618667718,3,1
90,0,46.27,10.45,11.37,2.48,0,0
76,0,42.66244371,17.19936291,9.866899336,3.202042385,0,1
67,0,23.61,17.76,10.46,2.48,2,0
90,22,31.94,17.84,11.55,2.81,2,0
79,17,28.54,20.71,9.54,2.46,1,0
87,0,53.60878081,19.23531227,10.56047337,2.112380664,1,1
163,0,17.23735128,23.37305949,9.010396599,2.823576487,0,1
23,0,26.18215833,17.13554251,4.31076977,2.73086205,3,1
31,0,28.24,6.74,9.62,3.43,1,0
159,0,44.78511467,25.56262303,8.64025914,2.383102784,1,1
63,0,41.12407452,18.63487744,10.2071177,3.56,1,1
55,0,33,15.01,13.63,1.89,2,0
134,33,41.33315392,19.32714473,8.255520183,1.811558911,2,1
16,0,38.68288419,17.5423891,7.709065854,2.942937168,0,1
86,0,32.39,15.27,11.63,2.73,3,0
113,0,13.82,18.75,10.61,2.4,0,0
157,0,28.66,17.43,7.91,1.59,3,0
93,0,22.42,17.32,9.25,1.84,1,0
166,0,25.86,10.29,8.91,2.65,0,0
126,0,54.56204556,12.92590022,8.864440064,3.46,1,1
103,31,18.31,16.06,8.83,2.4,0,0
185,24,20.66247697,9.221720888,9.274101941,3.3173218,4,1
221,0,43.96989887,19.48374838,10.54819569,3.278228802,1,1
107,0,39.17,21.88,4.83,2.3,1,0
124,0,23.59675305,9.575463495,11.04087715,2.755995515,3,1
172,0,28.87,15.56,17.77,3.43,2,0
100,0,50.40996054,14.95329495,7.063564693,2.662465296,0,1
43,0,28.19,11.22,14.54,2.89,0,0
145,10,32.42,15.1,7.53,3.46,0,0
103,0,39.13,14.8,8.73,2.43,2,0
32,0,28.02,19.54,7.53,4,2,0
70,0,47.03711075,21.26687839,9.297126324,2.553361747,1,1
61,27,31.88,12.46,10.16,1.73,4,1
115,0,41.77874296,21.26885242,5.751530151,2.725027335,4,1
96,0,27.23,22.74,10.28,2.51,2,0
109,35,39.19,22.59,12.14,2.86,5,0
160,0,29.63,14.56,9.94,2.24,0,0
115,0,42.6320293,20.72212161,7.495128181,3.806937741,1,1
130,0,36.18,16.13,7.65,2.86,0,1
95,0,32.33,13.35,8.17,3.78,0,0
111,0,29.38219641,15.53829056,7.157862508,2.132260073,4,1
110,0,29.85,20.1,8.77,2.57,0,0
78,0,44.86006435,16.57283567,11.94422943,2.540176865,0,1
80,0,18.11,8.91,8.24,2.21,1,0
96,18,29.36,11.34,11.68,2.65,1,0
211,0,52.14084168,16.30195988,8.871400024,3.003344266,1,1
37,0,41.10763517,22.14016267,9.030331138,2.449215583,2,1
93,0,45.54,18.96,11.82,3.05,3,1
111,36,28.25,20.3,4.9,3.02,3,0
97,0,52.34072982,11.66515944,16.0834316,2.763250834,1,1
221,0,43.60333906,19.61866713,10.56601857,3.224022696,1,1
130,0,44.26504338,17.38612173,8.682611551,4.034201778,1,1
19,0,31.64,21.62,9.63,3.94,2,0
135,0,29.72,18.53,8.1,3.43,3,0
58,0,36.53318713,25.75931371,10.95433807,2.339789706,0,1
113,0,34.29351094,23.80852418,8.774816518,3.430075862,1,1
119,0,48.81,18.56,6.82,2.97,1,1
93,0,40.77,21.4,7.59,2.94,1,0
118,0,31.13,20.49,9.5,3.38,0,0
111,0,27.56,18.5,11.88,2.08,0,0
146,0,46.92870614,17.41024209,11.93953251,2.229449088,1,1
104,0,32.61,12.64,10.57,5.21,1,0
86,0,27.56040808,14.13150116,5.859510303,3.070701515,1,1
132,0,19.99,18.19,10.78,2.38,1,0
59,0,20.23,11.43,13.44,2.43,2,1
110,0,33.34,16.97,6.12,3.48,3,0
57,25,30.06,16.58,9.61,2.24,0,0
119,0,23.8,11.81,10.36,1.65,0,0
138,28,35.58911645,24.28098447,8.397408726,3.064573068,2,1
122,40,36.79,21.22,8.37,3.43,1,0
36,30,24.87,13.81,5.82,3.92,0,0
137,25,29.68,20.72,11.69,3.29,3,0
119,0,49.59455305,19.34455305,8.101436645,2.616951128,0,1
83,0,27.08,17.2,10.31,2.57,2,0
38,0,25.33,4.18,7.35,3.75,0,0
59,0,25.53,15.78,9.56,3.27,1,0
69,40,13.09,13.74,8.49,3.38,1,0
105,0,36.04,19.26,8.71,2.4,3,0
140,0,9.01717385,11.80514459,7.648122446,2.425653882,4,1
93,0,29.24,18.62,7.64,2.78,0,0
135,28,34.24,20.95,6.97,3.48,2,1
108,0,24.36677142,12.38796788,9.561515653,2.283506145,1,1
75,0,21.13750205,16.89166499,9.753019695,2.4344025,4,1
79,0,27.47,15.94,9.94,2.78,2,0
102,32,23.07,18.4,7.22,3.51,1,0
114,0,42.34837192,21.68953499,6.730000663,2.750155076,3,1
98,31,12.89695442,16.52180185,11.27198721,2.954048967,4,1
124,0,24.33585955,19.59909786,9.559272244,2.126612786,3,1
79,0,46.55946414,16.35324225,10.24843776,1.86276528,1,1
84,0,47.59390298,17.19867289,7.06037811,2.81281219,0,1
91,23,39.51,15.81,8.57,3.32,3,0
72,0,32.42,20.54,12.51,1.19,1,0
109,30,45.6460959,21.68448241,8.225138916,2.20168759,1,1
102,0,20.93,15.47,11.01,3.4,2,0
108,32,35.62,9.32,8.54,2.46,6,1
48,32,30.09729187,19.31908016,9.176008912,4.090626925,2,1
38,0,48.69493782,19.99283476,9.477798952,2.619647336,1,1
163,22,36.57,11.81,6.58,3.35,2,0
77,0,49.3830884,13.47668658,11.48163489,2.325628019,1,1
108,42,22.12,14.2,11.01,3.67,3,1
182,0,47.49578658,16.6024013,8.514516824,2.77931006,2,1
105,0,16.69,11.93,6.31,3.75,1,0
49,32,29.73337007,18.76148802,9.091146732,4.011427236,3,1
118,29,29.68711573,9.48778163,8.330280418,2.479073598,2,1
33,0,17.56513176,18.72984215,8.804973649,3.05,4,1
101,0,24.9043346,14.66259746,9.302105618,2.929427536,6,1
74,0,48.13243148,19.1717048,7.445137041,2.65904199,0,1
118,0,38.18,19.2,12.11,3.38,2,0
112,0,33.27,12.06,6.14,2.13,1,0
106,31,18.84589805,20.0932894,7.070453837,3.079223452,5,1
114,0,34.12,23.05,8.47,3.62,2,1
111,0,21.69443729,11.56049432,8.748677034,2.643312774,3,1
70,0,36.84721063,21.09302739,13.0892979,2.154084882,2,1
83,0,13.28,20.34,6.5,3.32,1,0
66,0,26.18,16.91,6.84,2.57,4,1
94,0,54.84441941,12.59828807,14.58244041,2.455121415,1,1
106,29,45.93527039,18.79964467,10.63754673,3.365625718,1,1
33,29,26.76,10.02,12.56,3.75,4,1
222,0,40.20417185,20.42216868,10.36216007,3.082846551,0,1
51,0,43.12021616,16.85276891,8.72866701,3.091729285,0,1
51,0,7,17.9,9.9,3.35,0,0
141,0,21.57,15.3,6.34,2.16,1,0
1,26,35.36,15.73,8,2.19,1,0
120,0,31.57,19.98,11.54,4.56,0,0
110,0,42.13514338,13.13480246,9.935848075,3.145796216,1,1
137,0,35.5,19.15,9.97,3,0,0
55,28,17.9,16.78,8.44,2.32,2,0
116,27,34.8,17.8,9.58,1.89,2,0
33,0,38.78,14.99,10.1,2.03,0,0
114,4,24.02,19.58,10.07,2.54,3,0
92,0,19.48,17.77,9.44,2.24,2,0
132,0,33.63,11.38,7.98,2.94,4,1
94,0,38.52,16.98,9.87,3.16,3,0
124,0,28.07458936,17.38540738,6.911133078,2.955706541,3,1
94,0,26.84,13.18,8.53,2.16,4,1
72,0,23.61,17.99,8.08,2.92,1,0
187,0,21.30643932,11.43460028,10.48473248,3.32470823,1,1
35,0,26.96,11.08,10.34,1.86,2,0
115,0,41.82990608,21.27924247,5.728073828,2.72203626,4,1
92,0,14.89,14.65,6.9,2.16,1,0
115,0,46.95714317,19.08172172,14.34247773,1.335459554,2,1
75,0,42.33210657,17.86453613,9.449769983,3.420460035,0,1
85,0,28.12,16.66,15.71,2.59,2,0
167,0,28.0706694,15.07844097,9.505908076,3.312243238,4,1
90,0,32.15,26.68,10.26,2.21,1,0
95,0,26.74,16.79,5.77,2.27,2,0
71,0,36.92365022,20.11321083,12.83449927,2.415832568,1,1
129,0,42.74588574,18.83360944,9.632366977,3.33793077,0,1
109,27,43.65326771,19.89605608,8.110803237,2.281842853,1,1
161,0,51.10232192,20.76603688,10.54105282,2.326960907,1,1
25,0,44.32413715,23.83759139,7.841223601,2.263543937,1,1
19,0,34.26,10.98,9.93,3.48,1,0
160,0,20.71,7.59,6.78,2.78,1,0
102,0,45.29732804,17.57829936,11.12785423,3.076356246,0,1
91,24,15.9,15.59,10.83,2.67,0,0
138,0,28.99,10.05,8.46,3.02,2,0
113,0,33.76,21.93,11.06,2.75,1,1
113,0,40.39998948,23.99720807,10.61069023,2.417045755,2,1
103,0,12.05,11.43,7.6,3.24,2,0
152,0,52.26805194,15.16270488,8.396755304,2.899824803,1,1
97,0,47.74788144,16.27752833,11.44433305,2.453552747,0,1
14,0,45.50352117,14.85997961,10.43315013,3.649284026,1,1
108,34,27.56,14.6,11.69,2.59,4,1
168,0,27.3,15.74,5.41,2.46,1,1
36,0,37.32251161,9.842390563,10.45546096,3.597270525,0,1
64,22,34.07,11.14,10.38,2.05,1,0
51,0,39.05,28.56,8.68,2.59,1,1
42,0,45.79222503,21.96243459,7.715045554,2.826311987,3,1
93,0,29.41,16.18,13.05,2.81,0,0
38,0,35.97,9.09,10.76,3.81,0,1
147,0,32.01,18.25,9.81,2.75,2,0
54,0,42.14036019,19.18805474,10.96010329,2.74744957,1,1
59,0,18.33,18.41,9.79,2.67,2,0
104,15,21.2,16.01,9.39,2.16,0,0
110,0,31.47,14.03,5.02,1.7,3,0
89,0,39.44457825,23.11888677,10.38888677,1.578653454,3,1
92,29,26.42,16.02,11.47,2.16,3,0
83,0,35.51,18.26,11.16,3.51,1,0
162,0,12.02,13.39,6.97,2.46,4,1
141,0,8.82,13.77,10.06,2.73,3,0
97,0,40.77,18.26,6.45,2.35,2,0
59,45,12.1,19.86,6.27,3.78,1,0
136,0,22.51,21.6,7.94,3.51,2,0
148,30,23.79744206,15.01513689,8.107593322,2.645069881,4,1
74,0,25.25,12.45,13.01,2.67,3,0
61,40,17.85,15.35,7.83,2.75,2,1
77,0,42.8440503,19.11107665,11.72727821,3.844999488,0,1
63,33,34.93865864,19.50822174,9.023288433,3.905637438,0,1
12,0,43.18171992,20.87568928,12.4144373,3.183398727,0,1
128,0,45.34244714,16.77805387,8.907015488,4.383167676,0,1
126,0,17.63,10.8,14.82,3.89,0,0
77,27,22.58393397,20.92764456,9.382775526,3.16105466,4,1
45,0,13.29,21.54,11.48,4.86,1,0
107,0,14.76,9.19,9.19,3.56,1,0
31,0,38.17,16.25,9.65,2.46,2,0
80,0,35.07,13.17,11.86,3.35,0,0
100,31,12.16684837,12.87505843,11.88451342,3.244591426,6,1
145,0,27,29.93,7.99,1.67,2,0
49,31,30.12777067,19.08168432,9.230640797,4.004993883,3,1
126,0,33.59,20.95,12.84,3.38,2,0
102,0,24.79,18.96,9.86,2.65,0,0
36,42,33.46,21.67,6.22,5.4,0,1
29,0,19.24281645,18.81352365,8.595844086,3.021479116,4,1
1,0,21.05,20.08,3.29,1,0,0
73,0,22.37431323,16.47866725,8.567157245,3.357215913,1,1
89,0,16.07,16.3,8.83,4.05,1,0
18,0,30.63,7.09,11.04,3.21,1,0
96,0,38.11255717,23.62764421,10.70339495,2.520141421,0,1
101,0,23.15,18.78,8.86,3.59,3,0
99,0,22.17,18.69,3.78,2.65,2,0
59,0,27.12,14.21,6.24,2.75,0,0
156,0,25.59,13,9.72,0.95,1,0
120,8,25.69272049,17.3134844,4.453639754,2.469695726,4,1
79,0,45.65818279,25.04675152,7.794896822,1.643087647,2,1
159,0,26.29531546,15.59406913,7.815914806,1.847649696,3,1
24,0,24.60101328,19.04292132,3.866477659,2.90838946,4,1
80,0,36.42979867,21.90127721,10.93915649,3.31020849,0,1
113,0,36.65,16.44,4.74,3.65,1,0
75,0,35.6,17.98,13.1,1.94,1,0
78,0,23.66,16.27,12.89,3.19,3,0
85,0,33.52,17.99,9.45,2.24,4,0
168,0,27.41415653,16.85064787,5.878517409,2.619343484,1,1
50,35,32.74,11.49,9.73,2.13,2,0
116,0,40.37491764,24.19442411,11.78493715,2.720435631,0,1
77,17,34.83,17.09,9.89,3.05,0,0
21,0,42.76090707,21.47207056,7.473781822,2.515818401,0,1
110,0,49.47694091,15.34267034,11.73602396,3.501425493,0,1
99,0,40.01282602,23.35383292,11.9969712,3.317876713,0,1
52,24,38.95,14.34,11.04,3.94,1,0
177,0,29.87,14.33,8.95,3.94,1,0
138,0,36.92,16.22,6.01,1.4,4,0
99,0,21.76680679,18.02534996,10.1864752,2.657355989,7,1
109,0,47.13344511,19.74221685,10.65307813,2.988819821,2,1
163,0,13.94,10.64,7.71,2.16,1,0
7,33,36.01,14.53,10.99,3.02,2,0
115,0,48.56714063,21.26745689,11.28386563,3.190078425,0,1
150,0,30.11650228,14.48530267,6.89779145,3.638127816,4,1
115,0,35.89,19.36,8.08,1.94,0,0
93,0,28.03,17.88,10.32,2.11,2,0
10,0,37.77,13.01,10.23,3.48,1,0
75,0,18.25911426,20.3679811,11.96371863,2.758660996,4,1
119,0,30.73725433,14.51646833,8.562167035,3.418733694,1,1
135,0,22,16.92,6.41,3.32,1,0
132,0,19.58619842,16.54098874,11.01470054,3.184520968,0,1
173,0,48.91541344,17.88170886,6.974357336,2.70600858,0,1
106,0,47.65853797,21.07224731,9.35746541,3.313321979,2,1
97,43,20.59,22.12,10.01,2.24,3,0
112,0,29.36,20.78,10.9,1.11,0,0
145,0,39.86860505,16.3578309,7.147108414,2.650888962,0,1
91,0,24.24,24.38,10,4,0,0
113,0,31.62,20.18,6.66,3.29,1,0
115,0,35.8,13.01,11.8,2.97,0,0
84,0,23.56,16.92,9.18,2.11,0,0
134,0,41.21,13,14.32,3.19,1,0
91,0,11.07906982,14.95676714,10.17299772,2.665251707,1,1
129,36,32.78,15.05,9.74,4.43,1,0
30,0,38.66,15.51,8.63,3.38,0,0
81,0,31.21,12.97,9.55,3.29,3,0
69,0,35.99,20.07,11.37,1.94,4,0
83,0,20.04,13.63,10.59,3.08,0,0
147,24,37.38,17.72,15.86,2.19,3,0
69,0,36.17267521,21.66072924,13.2540174,1.908868536,4,1
87,0,31.37,14.62,8.25,3.7,3,0
140,0,25.45,18.06,11.07,3.4,3,0
160,0,39.74373851,23.06434797,9.959329491,3.690447006,1,1
92,23,28.46,21.98,5.24,3.02,4,0
51,0,39.86441383,27.45787735,8.564307568,2.599133613,0,1
112,0,32.2,18.62,7.56,1.92,3,0
177,0,43.65955735,16.74263936,9.32511801,2.747056662,1,1
68,43,25.11,22.04,10.67,2.4,3,0
67,0,28.91869164,20.53017812,9.271104872,2.991070329,1,1
46,0,26.59,15.77,10.2,3.19,1,0
106,0,31.08,16.46,9.88,2.08,2,0
150,0,23.45115754,17.78536978,7.380208995,3.377781345,3,1
24,0,40.94809547,16.60994572,8.625143985,3.885332148,0,1
80,0,33.58,17.59,7.36,3.05,1,0
109,0,25.6,12.53,7.79,2.57,1,0
172,0,48.97330328,21.5458192,7.218952909,3.072685495,2,1
136,24,41.36,19.28,6.23,2.97,4,0
73,0,31.84,20.37,7.54,4.08,1,0
107,26,45.7660095,20.12541746,9.895249952,3.149550415,1,1
142,0,36.86,15.96,6.21,2.24,0,0
122,0,26.71,15.72,8.87,2.3,4,1
61,25,27.83,9.62,6.03,2.67,3,0
121,0,14.64,22.08,6.66,2.46,2,0
178,0,38.32,9.41,6.03,4.13,2,1
133,0,50.03769342,19.47066513,10.25619474,3.003265789,0,1
109,0,23.15,15.11,11.85,2.24,1,0
128,0,45.09013567,18.55313132,8.868254254,3.331966119,0,1
148,0,36.75,15.78,13.5,2.7,2,0
19,0,24.96,16.19,6.57,2.51,0,0
67,0,44.27,17.7,9.36,2.7,6,0
98,0,46.04537001,16.25607509,12.72501856,2.967714475,3,1
120,0,30.6,19.06,11.94,1.27,3,0
94,0,30.82,15.5,8.13,1.81,0,0
152,0,51.22492908,17.16622563,9.858114806,2.707247782,2,1
48,26,32.79,15.23,8.35,5.05,0,0
59,0,24.79,19.41,11.14,2.59,0,0
51,0,43.56404643,17.01942455,8.83216893,3.233825141,0,1
109,0,30.6,19.47,6.27,2.11,3,0
110,0,49.86,16.02,12.01,3.92,0,1
141,32,25.26,11.14,9.87,2.73,1,0
133,35,38.02701704,15.14279201,11.46822932,2.830523803,2,1
121,0,20.65113437,9.67494349,10.54675178,2.245214525,5,1
